#                   R1                   R2                   Z1                   Z2         MIRROR_ANGLE              MLENGTH               MTHICK      COATING                 RB1I                 RB1O                 RB2I                 RB2O                 ZB1I                 ZB1O                 ZB2I                 ZB2O
#                   1D                   1D                   1D                   1D                   1D                   1D                   1D           1J                   1D                   1D                   1D                   1D                   1D                   1D                   1D                   1D
#                   mm                   mm                   mm                   mm                  rad                   mm                   mm                                mm                   mm                   mm                   mm                   mm                   mm                   mm                   mm
   1.275690000000E+02   1.254420000000E+02   1.125000000000E+02  -1.125000000000E+02   9.453051747777E-03   2.250000000000E+02   2.099999934435E-01            7   1.266319999934E+02   1.275690000000E+02   1.245239999934E+02   1.254420000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.287250000000E+02   1.265780000000E+02   1.125000000000E+02  -1.125000000000E+02   9.541932618861E-03   2.250000000000E+02   2.099999934435E-01            7   1.277789999934E+02   1.287250000000E+02   1.256519999934E+02   1.265780000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.298890000000E+02   1.277230000000E+02   1.125000000000E+02  -1.125000000000E+02   9.626369306768E-03   2.250000000000E+02   2.099999934435E-01            7   1.289349999934E+02   1.298890000000E+02   1.267879999934E+02   1.277230000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.310630000000E+02   1.288770000000E+02   1.125000000000E+02  -1.125000000000E+02   9.715249882563E-03   2.250000000000E+02   2.099999934435E-01            8   1.300989999934E+02   1.310630000000E+02   1.279329999934E+02   1.288770000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.322440000000E+02   1.300390000000E+02   1.125000000000E+02  -1.125000000000E+02   9.799686287411E-03   2.250000000000E+02   2.099999934435E-01            8   1.312729999934E+02   1.322440000000E+02   1.290869999934E+02   1.300390000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.334350000000E+02   1.312100000000E+02   1.125000000000E+02  -1.125000000000E+02   9.888566562579E-03   2.250000000000E+02   2.099999934435E-01            8   1.324539999934E+02   1.334350000000E+02   1.302489999934E+02   1.312100000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.346340000000E+02   1.323890000000E+02   1.125000000000E+02  -1.125000000000E+02   9.977446681509E-03   2.250000000000E+02   2.099999934435E-01            8   1.336449999934E+02   1.346340000000E+02   1.314199999934E+02   1.323890000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.358430000000E+02   1.335770000000E+02   1.125000000000E+02  -1.125000000000E+02   1.007077063670E-02   2.250000000000E+02   2.099999934435E-01            8   1.348439999934E+02   1.358430000000E+02   1.325989999934E+02   1.335770000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.370600000000E+02   1.347740000000E+02   1.125000000000E+02  -1.125000000000E+02   1.015965043095E-02   2.250000000000E+02   2.099999934435E-01            8   1.360529999934E+02   1.370600000000E+02   1.337869999934E+02   1.347740000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.382860000000E+02   1.359810000000E+02   1.125000000000E+02  -1.125000000000E+02   1.024408608683E-02   2.250000000000E+02   2.099999934435E-01            8   1.372699999934E+02   1.382860000000E+02   1.349839999934E+02   1.359810000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.395220000000E+02   1.371950000000E+02   1.125000000000E+02  -1.125000000000E+02   1.034185350581E-02   2.250000000000E+02   2.099999934435E-01            8   1.384959999934E+02   1.395220000000E+02   1.361909999934E+02   1.371950000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.407660000000E+02   1.384190000000E+02   1.125000000000E+02  -1.125000000000E+02   1.043073280609E-02   2.250000000000E+02   2.099999934435E-01            8   1.397319999934E+02   1.407660000000E+02   1.374049999934E+02   1.384190000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.420190000000E+02   1.396510000000E+02   1.125000000000E+02  -1.125000000000E+02   1.052405589399E-02   2.250000000000E+02   2.099999934435E-01            8   1.409759999934E+02   1.420190000000E+02   1.386289999934E+02   1.396510000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.432820000000E+02   1.408930000000E+02   1.125000000000E+02  -1.125000000000E+02   1.061737879857E-02   2.250000000000E+02   2.099999934435E-01            8   1.422289999934E+02   1.432820000000E+02   1.398609999934E+02   1.408930000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.445550000000E+02   1.421440000000E+02   1.125000000000E+02  -1.125000000000E+02   1.071514545260E-02   2.250000000000E+02   2.099999934435E-01            8   1.434919999934E+02   1.445550000000E+02   1.411029999934E+02   1.421440000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.458370000000E+02   1.434050000000E+02   1.125000000000E+02  -1.125000000000E+02   1.080846797674E-02   2.250000000000E+02   2.099999934435E-01            8   1.447649999934E+02   1.458370000000E+02   1.423539999934E+02   1.434050000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.471280000000E+02   1.446740000000E+02   1.125000000000E+02  -1.125000000000E+02   1.090623422865E-02   2.250000000000E+02   2.099999934435E-01            8   1.460469999934E+02   1.471280000000E+02   1.436149999934E+02   1.446740000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.484290000000E+02   1.459540000000E+02   1.125000000000E+02  -1.125000000000E+02   1.099955636554E-02   2.250000000000E+02   2.099999934435E-01            8   1.473379999934E+02   1.484290000000E+02   1.448839999934E+02   1.459540000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.497390000000E+02   1.472420000000E+02   1.125000000000E+02  -1.125000000000E+02   1.109732220819E-02   2.250000000000E+02   2.099999934435E-01            9   1.486389999934E+02   1.497390000000E+02   1.461639999934E+02   1.472420000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.510590000000E+02   1.485400000000E+02   1.125000000000E+02  -1.125000000000E+02   1.119508783869E-02   2.250000000000E+02   2.099999934435E-01            9   1.499489999934E+02   1.510590000000E+02   1.474519999934E+02   1.485400000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.523890000000E+02   1.498480000000E+02   1.125000000000E+02  -1.125000000000E+02   1.129285325517E-02   2.250000000000E+02   2.099999934435E-01            9   1.512689999934E+02   1.523890000000E+02   1.487499999934E+02   1.498480000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.537290000000E+02   1.511660000000E+02   1.125000000000E+02  -1.125000000000E+02   1.139061845577E-02   2.250000000000E+02   2.099999934435E-01            9   1.525989999934E+02   1.537290000000E+02   1.500579999934E+02   1.511660000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.550790000000E+02   1.524930000000E+02   1.125000000000E+02  -1.125000000000E+02   1.149282729626E-02   2.250000000000E+02   2.099999934435E-01            9   1.539389999934E+02   1.550790000000E+02   1.513759999934E+02   1.524930000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.564390000000E+02   1.538300000000E+02   1.125000000000E+02  -1.125000000000E+02   1.159503589663E-02   2.250000000000E+02   2.099999934435E-01            9   1.552889999934E+02   1.564390000000E+02   1.527029999934E+02   1.538300000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.578090000000E+02   1.551780000000E+02   1.125000000000E+02  -1.125000000000E+02   1.169280041813E-02   2.250000000000E+02   2.099999934435E-01            9   1.566489999934E+02   1.578090000000E+02   1.540399999934E+02   1.551780000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.591890000000E+02   1.565340000000E+02   1.125000000000E+02  -1.125000000000E+02   1.179945236842E-02   2.250000000000E+02   2.099999934435E-01            9   1.580189999934E+02   1.591890000000E+02   1.553879999934E+02   1.565340000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.605790000000E+02   1.579010000000E+02   1.125000000000E+02  -1.125000000000E+02   1.190166023557E-02   2.250000000000E+02   2.099999934435E-01            9   1.593989999934E+02   1.605790000000E+02   1.567439999934E+02   1.579010000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.619800000000E+02   1.592780000000E+02   1.125000000000E+02  -1.125000000000E+02   1.200831165789E-02   2.250000000000E+02   2.099999934435E-01            9   1.607889999934E+02   1.619800000000E+02   1.581109999934E+02   1.592780000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.633910000000E+02   1.606660000000E+02   1.125000000000E+02  -1.125000000000E+02   1.211051901461E-02   2.250000000000E+02   2.099999934435E-01            9   1.621899999934E+02   1.633910000000E+02   1.594879999934E+02   1.606660000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.648120000000E+02   1.620650000000E+02   1.125000000000E+02  -1.125000000000E+02   1.220828233648E-02   2.250000000000E+02   2.099999934435E-01            9   1.636009999934E+02   1.648120000000E+02   1.608759999934E+02   1.620650000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.662440000000E+02   1.634720000000E+02   1.125000000000E+02  -1.125000000000E+02   1.231937673704E-02   2.250000000000E+02   2.099999934435E-01            9   1.650219999934E+02   1.662440000000E+02   1.622749999934E+02   1.634720000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.676870000000E+02   1.648900000000E+02   1.125000000000E+02  -1.125000000000E+02   1.243047083349E-02   2.250000000000E+02   2.099999934435E-01            9   1.664539999934E+02   1.676870000000E+02   1.636819999934E+02   1.648900000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.691410000000E+02   1.663200000000E+02   1.125000000000E+02  -1.125000000000E+02   1.253712087743E-02   2.250000000000E+02   2.099999934435E-01           10   1.678969999934E+02   1.691410000000E+02   1.650999999934E+02   1.663200000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.706040000000E+02   1.677590000000E+02   1.125000000000E+02  -1.125000000000E+02   1.264377063616E-02   2.250000000000E+02   2.099999934435E-01           10   1.693509999934E+02   1.706040000000E+02   1.665299999934E+02   1.677590000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.720790000000E+02   1.692090000000E+02   1.125000000000E+02  -1.125000000000E+02   1.275486382894E-02   2.250000000000E+02   2.099999934435E-01           10   1.708139999934E+02   1.720790000000E+02   1.679689999934E+02   1.692090000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.735640000000E+02   1.706700000000E+02   1.125000000000E+02  -1.125000000000E+02   1.286151299783E-02   2.250000000000E+02   2.099999934435E-01           10   1.722889999934E+02   1.735640000000E+02   1.694189999934E+02   1.706700000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.750620000000E+02   1.721420000000E+02   1.125000000000E+02  -1.125000000000E+02   1.297704926720E-02   2.250000000000E+02   2.099999934435E-01           10   1.737739999934E+02   1.750620000000E+02   1.708799999934E+02   1.721420000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.765690000000E+02   1.736250000000E+02   1.125000000000E+02  -1.125000000000E+02   1.308369782379E-02   2.250000000000E+02   2.099999934435E-01           10   1.752719999934E+02   1.765690000000E+02   1.723519999934E+02   1.736250000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.780890000000E+02   1.751200000000E+02   1.125000000000E+02  -1.125000000000E+02   1.319478975370E-02   2.250000000000E+02   2.099999934435E-01           10   1.767789999934E+02   1.780890000000E+02   1.738349999934E+02   1.751200000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.796190000000E+02   1.766240000000E+02   1.125000000000E+02  -1.125000000000E+02   1.331032501526E-02   2.250000000000E+02   2.099999934435E-01           10   1.782989999934E+02   1.796190000000E+02   1.753299999934E+02   1.766240000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.811610000000E+02   1.781400000000E+02   1.125000000000E+02  -1.125000000000E+02   1.342585992146E-02   2.250000000000E+02   2.099999934435E-01           10   1.798289999934E+02   1.811610000000E+02   1.768339999934E+02   1.781400000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.827140000000E+02   1.796670000000E+02   1.125000000000E+02  -1.125000000000E+02   1.354139446921E-02   2.250000000000E+02   2.099999934435E-01           10   1.813709999934E+02   1.827140000000E+02   1.783499999934E+02   1.796670000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.842780000000E+02   1.812060000000E+02   1.125000000000E+02  -1.125000000000E+02   1.365248503961E-02   2.250000000000E+02   2.099999934435E-01           10   1.829239999934E+02   1.842780000000E+02   1.798769999934E+02   1.812060000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.858550000000E+02   1.827560000000E+02   1.125000000000E+02  -1.125000000000E+02   1.377246247705E-02   2.250000000000E+02   2.099999934435E-01           10   1.844879999934E+02   1.858550000000E+02   1.814159999934E+02   1.827560000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.874420000000E+02   1.843160000000E+02   1.125000000000E+02  -1.125000000000E+02   1.389243951796E-02   2.250000000000E+02   2.099999934435E-01           10   1.860649999934E+02   1.874420000000E+02   1.829659999934E+02   1.843160000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.890420000000E+02   1.858900000000E+02   1.125000000000E+02  -1.125000000000E+02   1.400797258679E-02   2.250000000000E+02   2.099999934435E-01           10   1.876519999934E+02   1.890420000000E+02   1.845259999934E+02   1.858900000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.906530000000E+02   1.874740000000E+02   1.125000000000E+02  -1.125000000000E+02   1.412794883931E-02   2.250000000000E+02   2.099999934435E-01           10   1.892519999934E+02   1.906530000000E+02   1.860999999934E+02   1.874740000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
