#                   R1                   R2                   Z1                   Z2         MIRROR_ANGLE              MLENGTH               MTHICK      COATING                 RB1I                 RB1O                 RB2I                 RB2O                 ZB1I                 ZB1O                 ZB2I                 ZB2O
#                   1D                   1D                   1D                   1D                   1D                   1D                   1D           1J                   1D                   1D                   1D                   1D                   1D                   1D                   1D                   1D
#                   mm                   mm                   mm                   mm                  rad                   mm                   mm                                mm                   mm                   mm                   mm                   mm                   mm                   mm                   mm
   9.621100000000E+01   9.567900000000E+01   1.125000000000E+02  -1.125000000000E+02   2.363000000000E-03   2.250000000000E+02   2.099999934435E-01            5   9.550299999344E+01   9.621100000000E+01   9.497699999344E+01   9.567900000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.713500000000E+01   9.659900000000E+01   1.125000000000E+02  -1.125000000000E+02   2.386000000000E-03   2.250000000000E+02   2.099999934435E-01            5   9.642099999344E+01   9.713500000000E+01   9.588899999344E+01   9.659900000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.806700000000E+01   9.752500000000E+01   1.125000000000E+02  -1.125000000000E+02   2.409000000000E-03   2.250000000000E+02   2.099999934435E-01            5   9.734499999344E+01   9.806700000000E+01   9.680899999344E+01   9.752500000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.900600000000E+01   9.845800000000E+01   1.125000000000E+02  -1.125000000000E+02   2.432000000000E-03   2.250000000000E+02   2.099999934435E-01            5   9.827699999344E+01   9.900600000000E+01   9.773499999344E+01   9.845800000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   9.995100000000E+01   9.939900000000E+01   1.125000000000E+02  -1.125000000000E+02   2.455000000000E-03   2.250000000000E+02   2.099999934435E-01            5   9.921599999344E+01   9.995100000000E+01   9.866799999344E+01   9.939900000000E+01   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.009040000000E+02   1.003460000000E+02   1.125000000000E+02  -1.125000000000E+02   2.478000000000E-03   2.250000000000E+02   2.099999934435E-01            5   1.001609999934E+02   1.009040000000E+02   9.960899999344E+01   1.003460000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.018620000000E+02   1.013000000000E+02   1.125000000000E+02  -1.125000000000E+02   2.502000000000E-03   2.250000000000E+02   2.099999934435E-01            5   1.011139999934E+02   1.018620000000E+02   1.005559999934E+02   1.013000000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.028290000000E+02   1.022610000000E+02   1.125000000000E+02  -1.125000000000E+02   2.526000000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.020719999934E+02   1.028290000000E+02   1.015099999934E+02   1.022610000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.038030000000E+02   1.032290000000E+02   1.125000000000E+02  -1.125000000000E+02   2.550000000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.030389999934E+02   1.038030000000E+02   1.024709999934E+02   1.032290000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.047840000000E+02   1.042040000000E+02   1.125000000000E+02  -1.125000000000E+02   2.574000000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.040129999934E+02   1.047840000000E+02   1.034389999934E+02   1.042040000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.057832500000E+02   1.051977500000E+02   1.125000000000E+02  -1.125000000000E+02   2.598500000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.049939999934E+02   1.057832500000E+02   1.044139999934E+02   1.051977500000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.067825000000E+02   1.061915000000E+02   1.125000000000E+02  -1.125000000000E+02   2.623000000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.059932499934E+02   1.067825000000E+02   1.054077499934E+02   1.061915000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.077817500000E+02   1.071852500000E+02   1.125000000000E+02  -1.125000000000E+02   2.647500000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.069924999934E+02   1.077817500000E+02   1.064014999934E+02   1.071852500000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.087810000000E+02   1.081790000000E+02   1.125000000000E+02  -1.125000000000E+02   2.672000000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.079917499934E+02   1.087810000000E+02   1.073952499934E+02   1.081790000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.097990000000E+02   1.091930000000E+02   1.125000000000E+02  -1.125000000000E+02   2.697000000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.089909999934E+02   1.097990000000E+02   1.083889999934E+02   1.091930000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.108240000000E+02   1.102120000000E+02   1.125000000000E+02  -1.125000000000E+02   2.722000000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.100089999934E+02   1.108240000000E+02   1.094029999934E+02   1.102120000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.118570000000E+02   1.112390000000E+02   1.125000000000E+02  -1.125000000000E+02   2.747000000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.110339999934E+02   1.118570000000E+02   1.104219999934E+02   1.112390000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.128980000000E+02   1.122740000000E+02   1.125000000000E+02  -1.125000000000E+02   2.773000000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.120669999934E+02   1.128980000000E+02   1.114489999934E+02   1.122740000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.139460000000E+02   1.133160000000E+02   1.125000000000E+02  -1.125000000000E+02   2.799000000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.131079999934E+02   1.139460000000E+02   1.124839999934E+02   1.133160000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.150030000000E+02   1.143670000000E+02   1.125000000000E+02  -1.125000000000E+02   2.825000000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.141559999934E+02   1.150030000000E+02   1.135259999934E+02   1.143670000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.160670000000E+02   1.154250000000E+02   1.125000000000E+02  -1.125000000000E+02   2.851000000000E-03   2.250000000000E+02   2.099999934435E-01            6   1.152129999934E+02   1.160670000000E+02   1.145769999934E+02   1.154250000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.171390000000E+02   1.164910000000E+02   1.125000000000E+02  -1.125000000000E+02   2.877000000000E-03   2.250000000000E+02   2.099999934435E-01            7   1.162769999934E+02   1.171390000000E+02   1.156349999934E+02   1.164910000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.182180000000E+02   1.175640000000E+02   1.125000000000E+02  -1.125000000000E+02   2.904000000000E-03   2.250000000000E+02   2.099999934435E-01            7   1.173489999934E+02   1.182180000000E+02   1.167009999934E+02   1.175640000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.193060000000E+02   1.186460000000E+02   1.125000000000E+02  -1.125000000000E+02   2.930000000000E-03   2.250000000000E+02   2.099999934435E-01            7   1.184279999934E+02   1.193060000000E+02   1.177739999934E+02   1.186460000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.204020000000E+02   1.197360000000E+02   1.125000000000E+02  -1.125000000000E+02   2.957000000000E-03   2.250000000000E+02   2.099999934435E-01            7   1.195159999934E+02   1.204020000000E+02   1.188559999934E+02   1.197360000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.215060000000E+02   1.208340000000E+02   1.125000000000E+02  -1.125000000000E+02   2.984000000000E-03   2.250000000000E+02   2.099999934435E-01            7   1.206119999934E+02   1.215060000000E+02   1.199459999934E+02   1.208340000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.226180000000E+02   1.219400000000E+02   1.125000000000E+02  -1.125000000000E+02   3.012000000000E-03   2.250000000000E+02   2.099999934435E-01            7   1.217159999934E+02   1.226180000000E+02   1.210439999934E+02   1.219400000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.237380000000E+02   1.230540000000E+02   1.125000000000E+02  -1.125000000000E+02   3.039000000000E-03   2.250000000000E+02   2.099999934435E-01            7   1.228279999934E+02   1.237380000000E+02   1.221499999934E+02   1.230540000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.248670000000E+02   1.241770000000E+02   1.125000000000E+02  -1.125000000000E+02   3.067000000000E-03   2.250000000000E+02   2.099999934435E-01            7   1.239479999934E+02   1.248670000000E+02   1.232639999934E+02   1.241770000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.260040000000E+02   1.253080000000E+02   1.125000000000E+02  -1.125000000000E+02   3.095000000000E-03   2.250000000000E+02   2.099999934435E-01            7   1.250769999934E+02   1.260040000000E+02   1.243869999934E+02   1.253080000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
   1.271490000000E+02   1.264470000000E+02   1.125000000000E+02  -1.125000000000E+02   3.123000000000E-03   2.250000000000E+02   2.099999934435E-01            7   1.262139999934E+02   1.271490000000E+02   1.255179999934E+02   1.264470000000E+02   1.125000000000E+02   1.125000000000E+02  -1.125000000000E+02  -1.125000000000E+02
